Arm Hole chosen,0
Spring Hole: 0,Invalid config,0,0,Arm Bolt Location: 1, angle: NaN, distance: NaN,Arm Bolt Location: 2, angle: NaN, distance: NaN,Arm Bolt Location: 3, angle: NaN, distance: NaN,Arm Bolt Location: 4, angle: NaN, distance: NaN,Arm Bolt Location: 5, angle: -61.86026450485575, distance: 0.9792213132625152,Arm Bolt Location: 6, angle: -33.46998021317785, distance: 0.5350599604645229,Arm Bolt Location: 7, angle: -16.678435357014834, distance: 0.2517833272620589,Arm Bolt Location: 8, angle: -3.647908007781494, distance: 0.05062166469940301,Arm Bolt Location: 9, angle: 7.604447606182107, distance: -0.09148029456161533,Arm Bolt Location: 10, angle: 18.005000690654636, distance: -0.15404974463926052,Arm Bolt Location: 11, angle: 28.158291279712, distance: -0.055512176826060806,Arm Bolt Location: 12, angle: 38.627160596708244, distance: 0.3427185603976097,Arm Bolt Location: 13, angle: 50.22282477760835, distance: 1.1539968067371935,Arm Bolt Location: 14, angle: 65.02607167973599, distance: 2.266625673161264,Arm Bolt Location: 15, angle: 90, distance: 2.541867812972196,Arm Bolt Location: 16, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 17, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 18, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 19, angle: 90, distance: 2.855686245854129,
Spring Hole: 9,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 10, angle: NaN, distance: NaN,Arm Bolt Location: 11, angle: NaN, distance: NaN,Arm Bolt Location: 12, angle: -59.23647728693521, distance: 0.8848329225224721,Arm Bolt Location: 13, angle: -31.29632370046122, distance: 0.4698460813483414,Arm Bolt Location: 14, angle: -16.678435357014834, distance: 0.23953788788548216,Arm Bolt Location: 15, angle: -6.212387180138049, distance: 0.0822097615554521,Arm Bolt Location: 16, angle: 2.286591596965793, distance: -0.025739349209725534,Arm Bolt Location: 17, angle: 9.720339539128558, distance: -0.07340044700396524,Arm Bolt Location: 18, angle: 16.558848586492388, distance: -0.010318586273219901,Arm Bolt Location: 19, angle: 23.092349068625417, distance: 0.26168272314923596,
Spring Hole: 10,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 11, angle: NaN, distance: NaN,Arm Bolt Location: 12, angle: NaN, distance: NaN,Arm Bolt Location: 13, angle: -59.23647728693521, distance: 0.8957136085903633,Arm Bolt Location: 14, angle: -31.29632370046122, distance: 0.4680255457212661,Arm Bolt Location: 15, angle: -16.678435357014834, distance: 0.23609975933939958,Arm Bolt Location: 16, angle: -6.212387180138049, distance: 0.0798506763762078,Arm Bolt Location: 17, angle: 2.286591596965793, distance: -0.024132251682057515,Arm Bolt Location: 18, angle: 9.720339539128558, distance: -0.06021091778955706,Arm Bolt Location: 19, angle: 16.558848586492388, distance: 0.03248369797709063,
Spring Hole: 11,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 12, angle: NaN, distance: NaN,Arm Bolt Location: 13, angle: NaN, distance: NaN,Arm Bolt Location: 14, angle: -59.23647728693521, distance: 0.9056654060228527,Arm Bolt Location: 15, angle: -31.29632370046122, distance: 0.4653300615736171,Arm Bolt Location: 16, angle: -16.678435357014834, distance: 0.2320173659648236,Arm Bolt Location: 17, angle: -6.212387180138049, distance: 0.07703365285832132,Arm Bolt Location: 18, angle: 2.286591596965793, distance: -0.022153913245638777,Arm Bolt Location: 19, angle: 9.720339539128558, distance: -0.043474025378408124,
Spring Hole: 12,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 13, angle: NaN, distance: NaN,Arm Bolt Location: 14, angle: NaN, distance: NaN,Arm Bolt Location: 15, angle: -59.23647728693521, distance: 0.9145256123519472,Arm Bolt Location: 16, angle: -31.29632370046122, distance: 0.46161796053528026,Arm Bolt Location: 17, angle: -16.678435357014834, distance: 0.22711591644656107,Arm Bolt Location: 18, angle: -6.212387180138049, distance: 0.0735868785617815,Arm Bolt Location: 19, angle: 2.286591596965793, distance: -0.019632638517087256,
Spring Hole: 13,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 14, angle: NaN, distance: NaN,Arm Bolt Location: 15, angle: NaN, distance: NaN,Arm Bolt Location: 16, angle: -59.23647728693521, distance: 0.9220706049457256,Arm Bolt Location: 17, angle: -31.29632370046122, distance: 0.45668139673562935,Arm Bolt Location: 18, angle: -16.678435357014834, distance: 0.22111571095488042,Arm Bolt Location: 19, angle: -6.212387180138049, distance: 0.06921645229716895,
Spring Hole: 14,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 15, angle: NaN, distance: NaN,Arm Bolt Location: 16, angle: NaN, distance: NaN,Arm Bolt Location: 17, angle: -59.23647728693521, distance: 0.9279815940191574,Arm Bolt Location: 18, angle: -31.29632370046122, distance: 0.45019205102309173,Arm Bolt Location: 19, angle: -16.678435357014834, distance: 0.21353176307024085,
Spring Hole: 15,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 16, angle: NaN, distance: NaN,Arm Bolt Location: 17, angle: NaN, distance: NaN,Arm Bolt Location: 18, angle: -59.23647728693521, distance: 0.9317786855886891,Arm Bolt Location: 19, angle: -31.29632370046122, distance: 0.44158008354338035,
Spring Hole: 16,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 17, angle: NaN, distance: NaN,Arm Bolt Location: 18, angle: NaN, distance: NaN,Arm Bolt Location: 19, angle: -59.23647728693521, distance: 0.9326755809454349,
Spring Hole: 17,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 18, angle: NaN, distance: NaN,Arm Bolt Location: 19, angle: NaN, distance: NaN,
Spring Hole: 18,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 19, angle: NaN, distance: NaN,
Spring Hole: 19,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,

 
Arm Hole chosen,3
Spring Hole: 0,Invalid config,0,0,Arm Bolt Location: 1, angle: NaN, distance: NaN,Arm Bolt Location: 2, angle: -54.618272906201376, distance: 0.5340380919566863,Arm Bolt Location: 3, angle: -26.06401048033262, distance: 0.32698633730458376,Arm Bolt Location: 4, angle: -12.718210471038857, distance: 0.1730563449783508,Arm Bolt Location: 5, angle: -3.647908007781494, distance: 0.0513665179304323,Arm Bolt Location: 6, angle: 3.529503260045144, distance: -0.04960435531335144,Arm Bolt Location: 7, angle: 9.720339539128558, distance: -0.13073299539247746,Arm Bolt Location: 8, angle: 15.362310650703204, distance: -0.1852823894609511,Arm Bolt Location: 9, angle: 20.704092945141753, distance: -0.1942720748583227,Arm Bolt Location: 10, angle: 25.908644234758853, distance: -0.11728331807423766,Arm Bolt Location: 11, angle: 31.100050990898332, distance: 0.11345012327190218,Arm Bolt Location: 12, angle: 36.39020305595039, distance: 0.5834527690156986,Arm Bolt Location: 13, angle: 41.90030660426274, distance: 1.3668259961714533,Arm Bolt Location: 14, angle: 47.78849014650638, distance: 2.4880748989375197,Arm Bolt Location: 15, angle: 54.304072294368424, distance: 3.8777171300241786,Arm Bolt Location: 16, angle: 61.940664828234475, distance: 4.728213042673715,Arm Bolt Location: 17, angle: 72.15238137060048, distance: 4.1566929172619655,Arm Bolt Location: 18, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 19, angle: 90, distance: 2.855686245854129,
Spring Hole: 1,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 2, angle: NaN, distance: NaN,Arm Bolt Location: 3, angle: -54.618272906201376, distance: 0.5448926557671345,Arm Bolt Location: 4, angle: -26.06401048033262, distance: 0.32889040349753634,Arm Bolt Location: 5, angle: -12.718210471038857, distance: 0.17292360448422353,Arm Bolt Location: 6, angle: -3.647908007781494, distance: 0.051013569400168685,Arm Bolt Location: 7, angle: 3.529503260045144, distance: -0.04889686700822447,Arm Bolt Location: 8, angle: 9.720339539128558, distance: -0.12747792236087746,Arm Bolt Location: 9, angle: 15.362310650703204, distance: -0.17680281901092237,Arm Bolt Location: 10, angle: 20.704092945141753, distance: -0.17498184388467292,Arm Bolt Location: 11, angle: 25.908644234758853, distance: -0.07690174685010417,Arm Bolt Location: 12, angle: 31.100050990898332, distance: 0.18998597822685398,Arm Bolt Location: 13, angle: 36.39020305595039, distance: 0.712562666021711,Arm Bolt Location: 14, angle: 41.90030660426274, distance: 1.5607429987751187,Arm Bolt Location: 15, angle: 47.78849014650638, distance: 2.7495520791231893,Arm Bolt Location: 16, angle: 54.304072294368424, distance: 4.194446615972634,Arm Bolt Location: 17, angle: 61.940664828234475, distance: 4.728213042673715,Arm Bolt Location: 18, angle: 72.15238137060048, distance: 4.1566929172619655,Arm Bolt Location: 19, angle: 90, distance: 2.855686245854129,
Spring Hole: 2,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 3, angle: NaN, distance: NaN,Arm Bolt Location: 4, angle: -54.618272906201376, distance: 0.5553061800082064,Arm Bolt Location: 5, angle: -26.06401048033262, distance: 0.3304533756636781,Arm Bolt Location: 6, angle: -12.718210471038857, distance: 0.17258248624943706,Arm Bolt Location: 7, angle: -3.647908007781494, distance: 0.05058441978355093,Arm Bolt Location: 8, angle: 3.529503260045144, distance: -0.048093943742441955,Arm Bolt Location: 9, angle: 9.720339539128558, distance: -0.12380376415142909,Arm Bolt Location: 10, angle: 15.362310650703204, distance: -0.1671421284122705,Arm Bolt Location: 11, angle: 20.704092945141753, distance: -0.15288452140098935,Arm Bolt Location: 12, angle: 25.908644234758853, distance: -0.030806870514566154,Arm Bolt Location: 13, angle: 31.100050990898332, distance: 0.27639417421718737,Arm Bolt Location: 14, angle: 36.39020305595039, distance: 0.8564204984450027,Arm Bolt Location: 15, angle: 41.90030660426274, distance: 1.7744526946266264,Arm Bolt Location: 16, angle: 47.78849014650638, distance: 3.0356396818284272,Arm Bolt Location: 17, angle: 54.304072294368424, distance: 4.539741381643996,Arm Bolt Location: 18, angle: 61.940664828234475, distance: 4.728213042673715,Arm Bolt Location: 19, angle: 72.15238137060048, distance: 4.1566929172619655,
Spring Hole: 3,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 4, angle: NaN, distance: NaN,Arm Bolt Location: 5, angle: -54.618272906201376, distance: 0.5652702003577948,Arm Bolt Location: 6, angle: -26.06401048033262, distance: 0.331666630084294,Arm Bolt Location: 7, angle: -12.718210471038857, distance: 0.17202280624644678,Arm Bolt Location: 8, angle: -3.647908007781494, distance: 0.05007395976178735,Arm Bolt Location: 9, angle: 3.529503260045144, distance: -0.04718285340244997,Arm Bolt Location: 10, angle: 9.720339539128558, distance: -0.11963391829163862,Arm Bolt Location: 11, angle: 15.362310650703204, distance: -0.15606974039850663,Arm Bolt Location: 12, angle: 20.704092945141753, distance: -0.12743907709031757,Arm Bolt Location: 13, angle: 25.908644234758853, distance: 0.022036268536481562,Arm Bolt Location: 14, angle: 31.100050990898332, distance: 0.37436663672824977,Arm Bolt Location: 15, angle: 36.39020305595039, distance: 1.017610965342525,Arm Bolt Location: 16, angle: 41.90030660426274, distance: 2.011881958588007,Arm Bolt Location: 17, angle: 47.78849014650638, distance: 3.352356023194746,Arm Bolt Location: 18, angle: 54.304072294368424, distance: 4.92286852187881,Arm Bolt Location: 19, angle: 61.940664828234475, distance: 4.728213042673715,
Spring Hole: 4,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 5, angle: NaN, distance: NaN,Arm Bolt Location: 6, angle: -54.618272906201376, distance: 0.574772500811472,Arm Bolt Location: 7, angle: -26.06401048033262, distance: 0.33251751523542705,Arm Bolt Location: 8, angle: -12.718210471038857, distance: 0.17123132339808372,Arm Bolt Location: 9, angle: -3.647908007781494, distance: 0.04947504174737765,Arm Bolt Location: 10, angle: 3.529503260045144, distance: -0.04614686502657229,Arm Bolt Location: 11, angle: 9.720339539128558, distance: -0.11487148132003963,Arm Bolt Location: 12, angle: 15.362310650703204, distance: -0.14329349790048018,Arm Bolt Location: 13, angle: 20.704092945141753, distance: -0.09796040457275808,Arm Bolt Location: 14, angle: 25.908644234758853, distance: 0.08294568602895751,Arm Bolt Location: 15, angle: 31.100050990898332, distance: 0.486125465311325,Arm Bolt Location: 16, angle: 36.39020305595039, distance: 1.1997299900479763,Arm Bolt Location: 17, angle: 41.90030660426274, distance: 2.278922419306643,Arm Bolt Location: 18, angle: 47.78849014650638, distance: 3.709666093818571,Arm Bolt Location: 19, angle: 54.304072294368424, distance: 4.95073293165364,
Spring Hole: 5,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 6, angle: NaN, distance: NaN,Arm Bolt Location: 7, angle: -54.618272906201376, distance: 0.5837965158424954,Arm Bolt Location: 8, angle: -26.06401048033262, distance: 0.3329886702486553,Arm Bolt Location: 9, angle: -12.718210471038857, distance: 0.17019086693108657,Arm Bolt Location: 10, angle: -3.647908007781494, distance: 0.048777882252425825,Arm Bolt Location: 11, angle: 3.529503260045144, distance: -0.044964143003684516,Arm Bolt Location: 12, angle: 9.720339539128558, distance: -0.10939204703497131,Arm Bolt Location: 13, angle: 15.362310650703204, distance: -0.12843639573953822,Arm Bolt Location: 14, angle: 20.704092945141753, distance: -0.06356074830597787,Arm Bolt Location: 15, angle: 25.908644234758853, distance: 0.15365828759936703,Arm Bolt Location: 16, angle: 31.100050990898332, distance: 0.6147391114821954,Arm Bolt Location: 17, angle: 36.39020305595039, distance: 1.4081312336028997,Arm Bolt Location: 18, angle: 41.90030660426274, distance: 2.5852852972739324,Arm Bolt Location: 19, angle: 47.78849014650638, distance: 4.1266747634839565,
Spring Hole: 6,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 7, angle: NaN, distance: NaN,Arm Bolt Location: 8, angle: -54.618272906201376, distance: 0.5923205012971686,Arm Bolt Location: 9, angle: -26.06401048033262, distance: 0.33305703738149384,Arm Bolt Location: 10, angle: -12.718210471038857, distance: 0.16887908153295286,Arm Bolt Location: 11, angle: -3.647908007781494, distance: 0.04796925077589729,Arm Bolt Location: 12, angle: 3.529503260045144, distance: -0.04360605308575075,Arm Bolt Location: 13, angle: 9.720339539128558, distance: -0.10303284513377087,Arm Bolt Location: 14, angle: 15.362310650703204, distance: -0.11100047672799686,Arm Bolt Location: 15, angle: 20.704092945141753, distance: -0.0230534357881704,Arm Bolt Location: 16, angle: 25.908644234758853, distance: 0.23657221043425905,Arm Bolt Location: 17, angle: 31.100050990898332, distance: 0.7647412953436238,Arm Bolt Location: 18, angle: 36.39020305595039, distance: 1.6515849306104233,Arm Bolt Location: 19, angle: 41.90030660426274, distance: 2.9495268657476603,
Spring Hole: 7,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 8, angle: NaN, distance: NaN,Arm Bolt Location: 9, angle: -54.618272906201376, distance: 0.6003163827102268,Arm Bolt Location: 10, angle: -26.06401048033262, distance: 0.33269242913699076,Arm Bolt Location: 11, angle: -12.718210471038857, distance: 0.1672666194413503,Arm Bolt Location: 12, angle: -3.647908007781494, distance: 0.04703129986842342,Arm Bolt Location: 13, angle: 3.529503260045144, distance: -0.04203453380593036,Arm Bolt Location: 14, angle: 9.720339539128558, distance: -0.09557568668248564,Arm Bolt Location: 15, angle: 15.362310650703204, distance: -0.09030760781836322,Arm Bolt Location: 16, angle: 20.704092945141753, distance: 0.02521732293779222,Arm Bolt Location: 17, angle: 25.908644234758853, distance: 0.3352207541571574,Arm Bolt Location: 18, angle: 31.100050990898332, distance: 0.9435074413192318,Arm Bolt Location: 19, angle: 36.39020305595039, distance: 1.9467710385359736,
Spring Hole: 8,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 9, angle: NaN, distance: NaN,Arm Bolt Location: 10, angle: -54.618272906201376, distance: 0.6077481376354847,Arm Bolt Location: 11, angle: -26.06401048033262, distance: 0.33185542443948934,Arm Bolt Location: 12, angle: -12.718210471038857, distance: 0.1653144878262286,Arm Bolt Location: 13, angle: -3.647908007781494, distance: 0.04593978920904463,Arm Bolt Location: 14, angle: 3.529503260045144, distance: -0.04019788990593621,Arm Bolt Location: 15, angle: 9.720339539128558, distance: -0.08671874199322312,Arm Bolt Location: 16, angle: 15.362310650703204, distance: -0.06539515186277298,Arm Bolt Location: 17, angle: 20.704092945141753, distance: 0.08370728255297814,Arm Bolt Location: 18, angle: 25.908644234758853, distance: 0.45532623664895944,Arm Bolt Location: 19, angle: 31.100050990898332, distance: 1.1649832882533635,
Spring Hole: 9,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 10, angle: NaN, distance: NaN,Arm Bolt Location: 11, angle: -54.618272906201376, distance: 0.6145694804395672,Arm Bolt Location: 12, angle: -26.06401048033262, distance: 0.33049421590195893,Arm Bolt Location: 13, angle: -12.718210471038857, distance: 0.16297003187283135,Arm Bolt Location: 14, angle: -3.647908007781494, distance: 0.04466125535768757,Arm Bolt Location: 15, angle: 3.529503260045144, distance: -0.03802373558403311,Arm Bolt Location: 16, angle: 9.720339539128558, distance: -0.07602652193447332,Arm Bolt Location: 17, angle: 15.362310650703204, distance: -0.034813993960321116,Arm Bolt Location: 18, angle: 20.704092945141753, distance: 0.1564053083069989,Arm Bolt Location: 19, angle: 25.908644234758853, distance: 0.6076545863161149,
Spring Hole: 10,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 11, angle: NaN, distance: NaN,Arm Bolt Location: 12, angle: -54.618272906201376, distance: 0.620720462069764,Arm Bolt Location: 13, angle: -26.06401048033262, distance: 0.3285397464887071,Arm Bolt Location: 14, angle: -12.718210471038857, distance: 0.16016058182996948,Arm Bolt Location: 15, angle: -3.647908007781494, distance: 0.04314824908266764,Arm Bolt Location: 16, angle: 3.529503260045144, distance: -0.03540635646897053,Arm Bolt Location: 17, angle: 9.720339539128558, distance: -0.0628326737798486,Arm Bolt Location: 18, angle: 15.362310650703204, distance: 0.003817452569270145,Arm Bolt Location: 19, angle: 20.704092945141753, distance: 0.25081582256057955,
Spring Hole: 11,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 12, angle: NaN, distance: NaN,Arm Bolt Location: 13, angle: -54.618272906201376, distance: 0.6261223071161852,Arm Bolt Location: 14, angle: -26.06401048033262, distance: 0.3258979123255267,Arm Bolt Location: 15, angle: -12.718210471038857, distance: 0.1567828306966346,Arm Bolt Location: 16, angle: -3.647908007781494, distance: 0.04133075824393263,Arm Bolt Location: 17, angle: 3.529503260045144, distance: -0.032181945516234226,Arm Bolt Location: 18, angle: 9.720339539128558, distance: -0.04602487122644168,Arm Bolt Location: 19, angle: 15.362310650703204, distance: 0.05501635899989755,
Spring Hole: 12,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 13, angle: NaN, distance: NaN,Arm Bolt Location: 14, angle: -54.618272906201376, distance: 0.6306692371581777,Arm Bolt Location: 15, angle: -26.06401048033262, distance: 0.322436412433614,Arm Bolt Location: 16, angle: -12.718210471038857, distance: 0.15268376891739668,Arm Bolt Location: 17, angle: -3.647908007781494, distance: 0.03909929865665951,Arm Bolt Location: 18, angle: 3.529503260045144, distance: -0.028073436682231778,Arm Bolt Location: 19, angle: 9.720339539128558, distance: -0.02346381408084706,
Spring Hole: 13,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 14, angle: NaN, distance: NaN,Arm Bolt Location: 15, angle: -54.618272906201376, distance: 0.6342148111755299,Arm Bolt Location: 16, angle: -26.06401048033262, distance: 0.3179610353115251,Arm Bolt Location: 17, angle: -12.718210471038857, distance: 0.14762312233865707,Arm Bolt Location: 18, angle: -3.647908007781494, distance: 0.03626702351160396,Arm Bolt Location: 19, angle: 3.529503260045144, distance: -0.02254070751084507,
Spring Hole: 14,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 15, angle: NaN, distance: NaN,Arm Bolt Location: 16, angle: -54.618272906201376, distance: 0.636547478333829,Arm Bolt Location: 17, angle: -26.06401048033262, distance: 0.312168839993752,Arm Bolt Location: 18, angle: -12.718210471038857, distance: 0.14118907753110876,Arm Bolt Location: 19, angle: -3.647908007781494, distance: 0.03246626560585553,
Spring Hole: 15,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 16, angle: NaN, distance: NaN,Arm Bolt Location: 17, angle: -54.618272906201376, distance: 0.6373426082739257,Arm Bolt Location: 18, angle: -26.06401048033262, distance: 0.3045430303330904,Arm Bolt Location: 19, angle: -12.718210471038857, distance: 0.1325676377601631,
Spring Hole: 16,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 17, angle: NaN, distance: NaN,Arm Bolt Location: 18, angle: -54.618272906201376, distance: 0.6360553623243628,Arm Bolt Location: 19, angle: -26.06401048033262, distance: 0.2940651653426165,
Spring Hole: 17,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 18, angle: NaN, distance: NaN,Arm Bolt Location: 19, angle: -54.618272906201376, distance: 0.6316288967664556,
Spring Hole: 18,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 19, angle: NaN, distance: NaN,
Spring Hole: 19,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,

 
Arm Hole chosen,4
